old_name,new_name
QCD-4Jets_HT-1000to1200_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCD-4Jets_Bin-HT-1000to1200_TuneCP5_13p6TeV_madgraphMLM-pythia8
QCD-4Jets_HT-1200to1500_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCD-4Jets_Bin-HT-1200to1500_TuneCP5_13p6TeV_madgraphMLM-pythia8
QCD-4Jets_HT-1500to2000_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCD-4Jets_Bin-HT-1500to2000_TuneCP5_13p6TeV_madgraphMLM-pythia8
QCD-4Jets_HT-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCD-4Jets_Bin-HT-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8
blank,blank
QCD-4Jets_HT-XtoX_TuneCP5_13p6TeV_madgraphMLM-herwig7,QCD-4Jets_Bin-HT-XtoX_TuneCP5_13p6TeV_madgraphMLM-herwig7
QCDB-4Jets_HT-40to100_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCDB-4Jets_Bin-HT-40to100_TuneCP5_13p6TeV_madgraphMLM-pythia8
QCDB-4Jets_HT-100to200_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCDB-4Jets_Bin-HT-100to200_TuneCP5_13p6TeV_madgraphMLM-pythia8
QCDB-4Jets_HT-200to400_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCDB-4Jets_Bin-HT-200to400_TuneCP5_13p6TeV_madgraphMLM-pythia8
QCDB-4Jets_HT-400to600_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCDB-4Jets_Bin-HT-400to600_TuneCP5_13p6TeV_madgraphMLM-pythia8
QCDB-4Jets_HT-600to800_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCDB-4Jets_Bin-HT-600to800_TuneCP5_13p6TeV_madgraphMLM-pythia8
QCDB-4Jets_HT-800to1000_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCDB-4Jets_Bin-HT-800to1000_TuneCP5_13p6TeV_madgraphMLM-pythia8
QCDB-4Jets_HT-1000to1500_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCDB-4Jets_Bin-HT-1000to1500_TuneCP5_13p6TeV_madgraphMLM-pythia8
QCDB-4Jets_HT-1500to2000_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCDB-4Jets_Bin-HT-1500to2000_TuneCP5_13p6TeV_madgraphMLM-pythia8
QCDB-4Jets_HT-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCDB-4Jets_Bin-HT-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8
blank,blank
QCD-4Jets_HT-XtoX_BGenFilter_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCD-4Jets_Bin-HT-XtoX_Fil-BGen_TuneCP5_13p6TeV_madgraphMLM-pythia8
QCD-4Jets_HT-XtoX_MuEnriched_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCD-4Jets_Bin-HT-XtoX_Fil-MuEnriched_TuneCP5_13p6TeV_madgraphMLM-pythia8
QCD-4Jets_HT-XtoX_EMEnriched_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCD-4Jets_Bin-HT-XtoX_Fil-EMEnriched_TuneCP5_13p6TeV_madgraphMLM-pythia8
VBF,blank
VBFto2L_MLL-50_TuneCP5_13p6TeV_madgraph-pythia8,VBFto2L_Bin-MLL-50_TuneCP5_13p6TeV_madgraph-pythia8
VBFtoLNu_TuneCP5_13p6TeV_madgraph-pythia8,VBFtoLNu_TuneCP5_13p6TeV_madgraph-pythia8
VBFto2Nu_TuneCP5_13p6TeV_madgraph-pythia8,VBFto2Nu_TuneCP5_13p6TeV_madgraph-pythia8
VBFtoG_PTG-10to100_TuneCP5_13p6TeV_madgraph-pythia8,VBFtoG_Bin-PTG-10to100_TuneCP5_13p6TeV_madgraph-pythia8
VBFtoG_PTG-100to200_TuneCP5_13p6TeV_madgraph-pythia8,VBFtoG_Bin-PTG-100to200_TuneCP5_13p6TeV_madgraph-pythia8
VBFtoG_PTG-200_TuneCP5_13p6TeV_madgraph-pythia8,VBFtoG_Bin-PTG-200_TuneCP5_13p6TeV_madgraph-pythia8
blank,blank
VBFWto2Q_TuneCP5_13p6TeV_madgraph-pythia8,VBFWto2Q_TuneCP5_13p6TeV_madgraph-pythia8
VBFZto2Q_TuneCP5_13p6TeV_madgraph-pythia8,VBFZto2Q_TuneCP5_13p6TeV_madgraph-pythia8
blank,blank
Others,blank
VVto2L2Nu-1Jets-4FS_MLL-4to50_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,VVto2L2Nu-1Jets-4FS_Bin-MLL-4to50_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
VVto2L2Nu-1Jets-4FS_MLL-50_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,VVto2L2Nu-1Jets-4FS_Bin-MLL-50_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
blank,blank
GJ-4Jets_HT-40to70_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-40to70_TuneCP5_13p6TeV_madgraphMLM-pythia8
GJ-4Jets_HT-70to100_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-70to100_TuneCP5_13p6TeV_madgraphMLM-pythia8
GJ-4Jets_HT-100to200_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-100to200_TuneCP5_13p6TeV_madgraphMLM-pythia8
GJ-4Jets_HT-200to400_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-200to400_TuneCP5_13p6TeV_madgraphMLM-pythia8
GJ-4Jets_HT-400to600_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-400to600_TuneCP5_13p6TeV_madgraphMLM-pythia8
GJ-4Jets_HT-600_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-600_TuneCP5_13p6TeV_madgraphMLM-pythia8
blank,blank
GJ_PTG-40to100_TuneCP5_13p6TeV_amcatnlo-pythia8,GJ_Bin-PTG-40to100_TuneCP5_13p6TeV_amcatnlo-pythia8
GJ_PTG-100to200_TuneCP5_13p6TeV_amcatnlo-pythia8,GJ_Bin-PTG-100to200_TuneCP5_13p6TeV_amcatnlo-pythia8
GJ_PTG-200to400_TuneCP5_13p6TeV_amcatnlo-pythia8,GJ_Bin-PTG-200to400_TuneCP5_13p6TeV_amcatnlo-pythia8
GJ_PTG-400to600_TuneCP5_13p6TeV_amcatnlo-pythia8,GJ_Bin-PTG-400to600_TuneCP5_13p6TeV_amcatnlo-pythia8
GJ_PTG-600_TuneCP5_13p6TeV_amcatnlo-pythia8,GJ_Bin-PTG-600_TuneCP5_13p6TeV_amcatnlo-pythia8
blank,blank
GJ-4Jets_dRGJ-0p25_PTG-10to100_HT-40to100_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-40to100-PTG-10to100_Par-dRGJ-0p25_TuneCP5_13p6TeV_madgraphMLM-pythia8
GJ-4Jets_dRGJ-0p25_PTG-10to100_HT-100to200_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-100to200-PTG-10to100_Par-dRGJ-0p25_TuneCP5_13p6TeV_madgraphMLM-pythia8
GJ-4Jets_dRGJ-0p25_PTG-10to100_HT-200to400_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-200to400-PTG-10to100_Par-dRGJ-0p25_TuneCP5_13p6TeV_madgraphMLM-pythia8
GJ-4Jets_dRGJ-0p25_PTG-10to100_HT-400to600_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-400to600-PTG-10to100_Par-dRGJ-0p25_TuneCP5_13p6TeV_madgraphMLM-pythia8
GJ-4Jets_dRGJ-0p25_PTG-10to100_HT-600to1000_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-600to1000-PTG-10to100_Par-dRGJ-0p25_TuneCP5_13p6TeV_madgraphMLM-pythia8
GJ-4Jets_dRGJ-0p25_PTG-10to100_HT-1000_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-1000-PTG-10to100_Par-dRGJ-0p25_TuneCP5_13p6TeV_madgraphMLM-pythia8
blank,blank
GJ-4Jets_dRGJ-0p25_PTG-100to200_HT-40to200_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-40to200-PTG-100to200_Par-dRGJ-0p25_TuneCP5_13p6TeV_madgraphMLM-pythia8
GJ-4Jets_dRGJ-0p25_PTG-100to200_HT-200to400_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-200to400-PTG-100to200_Par-dRGJ-0p25_TuneCP5_13p6TeV_madgraphMLM-pythia8
GJ-4Jets_dRGJ-0p25_PTG-100to200_HT-400to600_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-400to600-PTG-100to200_Par-dRGJ-0p25_TuneCP5_13p6TeV_madgraphMLM-pythia8
GJ-4Jets_dRGJ-0p25_PTG-100to200_HT-600to1000_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-600to1000-PTG-100to200_Par-dRGJ-0p25_TuneCP5_13p6TeV_madgraphMLM-pythia8
GJ-4Jets_dRGJ-0p25_PTG-100to200_HT-1000_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-1000-PTG-100to200_Par-dRGJ-0p25_TuneCP5_13p6TeV_madgraphMLM-pythia8
blank,blank
GJ-4Jets_dRGJ-0p25_PTG-200_HT-40to400_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-40to400-PTG-200_Par-dRGJ-0p25_TuneCP5_13p6TeV_madgraphMLM-pythia8
GJ-4Jets_dRGJ-0p25_PTG-200_HT-400to600_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-400to600-PTG-200_Par-dRGJ-0p25_TuneCP5_13p6TeV_madgraphMLM-pythia8
GJ-4Jets_dRGJ-0p25_PTG-200_HT-600to1000_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-600to1000-PTG-200_Par-dRGJ-0p25_TuneCP5_13p6TeV_madgraphMLM-pythia8
GJ-4Jets_dRGJ-0p25_PTG-200_HT-1000_TuneCP5_13p6TeV_madgraphMLM-pythia8,GJ-4Jets_Bin-HT-1000-PTG-200_Par-dRGJ-0p25_TuneCP5_13p6TeV_madgraphMLM-pythia8
blank,blank
blank,blank
Need to be added,blank
"TT MET binned, MLL binned",blank
AJJ NLO,blank
ZGto2NuG,blank
